computer networks prof::computer networks prof
sonet on top::sonet on top
top of sonet::top of sonet
sonet line terminal::sonet line terminal
line terminal equipment::line terminal equipment
reroute the traffic::reroute the traffic
protections at multiple::protections at multiple
sort of cancel::sort of cancel
layers are sort::layers are sort
sort of independent::sort of independent
protocol and give::protocol and give
redo some part::redo some part
duplicating the work::duplicating the work
protection at multiple::protection at multiple
advantage of optical::advantage of optical
optical layer protection::optical layer protection
protection ? speed::protection ? speed
speed and efficiency::speed and efficiency
traffic in units::traffic in units
units of light::units of light
path the granularity::path the granularity
giving the protection::giving the protection
level of granularity::level of granularity
conditions when optical::conditions when optical
optical and client::optical and client
dimension to play::dimension to play
wdm that means::wdm that means
wavelength path selection::wavelength path selection
select two independent::select two independent
two independent light::two independent light
independent light paths::independent light paths
signal is bridged::signal is bridged
protection and working::protection and working
kind of thing::kind of thing
signal in case::signal in case
operational light path::operational light path
revertive or non::revertive or non
non revertive switching::non revertive switching
signaling is required::signaling is required
form of entire::form of entire
form of light::form of light
