computer networks prof::computer networks prof
non-rpf this means::non-rpf this means
interface it means::interface it means
neighbor is coming::neighbor is coming
member ? first::member ? first
distributed and dynamic::distributed and dynamic
system so things::system so things
router is concerned::router is concerned
packet is dropped::packet is dropped
pruning is sending::pruning is sending
sending a prune::sending a prune
packet is received::packet is received
non rpf interface::non rpf interface
igmp always finding::igmp always finding
members of group::members of group
member has retired::member has retired
group that means::group that means
sending your igmp::sending your igmp
local contributor member::local contributor member
prune has retired::prune has retired
send a prune::send a prune
prune message stating::prune message stating
send anymore packets::send anymore packets
