keyphrase	tfidf	Frequency Occurance Ratio	cuewords	Contiguous Occurance Ratio	dispersion	Phrase Size	localspan	cscore	keyword
curves and surfaces	0.0	0.25	0.0	0.264160416787	0.0	1	0.0	0.0633985000288	False
animation film	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
rotations	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
preliminaries computer graphics	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
rendering	0.0	7.0	0.0	44.7462219595	0.0	1	0.0	0.0	True
visualization of various parts	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
primarily concerning raster graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
compression	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
people	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
ten thousand	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
computer generated animation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126797000058	False
width	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
historical perspective	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
fraction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
incorporate laws	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
capacity of processing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
form	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
eventing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
differences	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
aspects started	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
capsodent animation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
familiar with crt display	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
thousand worth	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
inside	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
attached	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
devices	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
live with the actual	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
lets go back	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
bits three bit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
continued	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
resolutions the special	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
instance of one chair	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
physical	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pipe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
faithful	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
entire rendering pipe line	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
experiments live	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
reality	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
tin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
setting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
digital	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
instances protein represented	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
chair is a single	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
picture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
scene so this transformation	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
collection of raster	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
models	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
kind of a device	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
journey	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
biomechanical	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
happening	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
transformation is basically	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
ninety nineties the emphasize	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
bottom	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
display is displayed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
thirty five percent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
capacity or the resolution	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
entry of the width	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
time	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
push	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
karthick.d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
concept	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
display the models	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
monday wednesday thusday	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
representations for surfaces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
special resolution gets determined	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
skin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
wordsworth theem	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
interlaced	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
visible human	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
inverse	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
zone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
enormous amount	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
geometry of an object	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
scientific visualization	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
display in a calligraphic	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
moments and dynamics objects	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
examples of computer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
grid of pixels	0.0	0.0	0.0	0.0	0.0	0.0	0.210631476233	0.190195500087	False
choice	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
contained in a zone	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
emphasized	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
minute	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
room	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
level	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
event in computer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
applications which are specific	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
large data seats	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
primitives and the representations	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
slide time	0.0	0.0	0.0	0.0	0.520178214333	0.0	0.525811997584	0.96	False
reconstruction of the scene	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
dealing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
cost	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
definition of surfaces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
bit planes	0.0	0.0	0.0	0.0	0.0	0.0	0.157938757493	0.12	False
elaborated that conversion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
representation of the geometry	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
acquiring the data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
data and geometry	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
international	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
display through this frame	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
reconstruction from this part	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
colors are concerned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
autonym	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
crt device gets completely	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
array of pixels	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126797000058	False
address	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
based	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
point from the resolution	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
vision and computer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
change	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
thirty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
scans eventually	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
studied	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
implicit representation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
exams	0.0	0.833333333333	0.0	2.76827341241	0.0	1	0.0	0.0	False
pictorial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
medical cleanation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
scene which in tern	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
pixar is a animation	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
width of my choice	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
prem kalra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
illumination	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
digital form	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
prem	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
programming assignments	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
live	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
evaluation over time	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
criteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
films	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
first academy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
graphics in engineering	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
lcds	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
clipping right so clipping	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
put laser	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
envelope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
limitation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
major exam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
camera so this sort	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
dense measure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
articulator structure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
graphics many aspects	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
toy by pixar pixar	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
memory space	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
values	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
book book by hearn	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
projectile motion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
attribute	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
graphics so raster graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
heard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
broad three elements	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
ninety seventies	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
motion of moments	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
ninety sixty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
fourty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
write	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
computer vision	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
mapping on the wall	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
map	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
information	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
eighty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
applications	0.0	3.16666666667	0.0	14.431800662	0.0	1	0.0	0.0	False
spherical in nature	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
representations	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
grow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
remember	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pixel in the frame	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
modeling so assembling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
modeling transformation attached	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
representation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
increase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
talk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
webpage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
taking from the coordinate	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
displayed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
motion of the character	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
experiments	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
told you that ultimately	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
cathode ray	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
application in education medicine	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
monitor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
raster graphics shading illumination	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
scene or the model	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
coordinates	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
forms	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
image right whereas computer	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
achieve the quality	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
graphics in the domain	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
scaling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pick some materials	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
term	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
crt display cathode	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
applications of computer graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
realistic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
skeleton and some muscles	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
eighties	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
realism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
domain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
raster scan display	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126797000058	True
year	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
raster forms	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
monitors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
popular event in computer	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
shown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
space	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
defined through the camera	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
contained	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
concept of clipping	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
organs in human	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
larger than the number	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
intensity of the color	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
generated animation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
raster	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
thirty to thirty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
connectivity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
transformations viewing transformation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
programming	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rotations scaling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
motion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
thing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
geometry we have reconstructed	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
first	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
reference keyboard mouse	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
bottom and random access	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
seventies and in early	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
clip entities	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
fairly irregular structure	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
array	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
size	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
structures	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
change of the voltage	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
education medicine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
cope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
wide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
instance crt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
computer graphics community	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
order right for instance	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
completely virtually created character	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
motion of the camera	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
wise display	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
examples of modeling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
talking about computer graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
addressing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
shading illumination	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
argument	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
scene which in fact	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
conversion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
perform the biomechanical stimulations	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
transformation attached	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
data what it gave	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
give me the capacity	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
animation	0.0	4.83333333333	0.0	28.3135748098	0.0	1	0.0	0.0	True
concern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
multiple	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
register so depending	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
skinner	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
physically based	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
happen is the concept	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
graphics basically is required	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
engineering parts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
tooth	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
basically the geometry	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
laws	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rasterization	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
show	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
instance crt monitor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
fifty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
assembling of various models	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
slot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
sort of shown	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
connectivity of this point	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
interest grow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
texture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
siggraph	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
kind of input devices	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
basically evaluation over time	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
joints there segments	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
instance camera moment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
case of a raster	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
transformation of this coordinates	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
planes means	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
biology okay now entertainment	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
vision	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
object or the texture	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
point or a pixel	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
dont want to write	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
physically	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
rasterisation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
top of that skeleton	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
time visualization	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
connections	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
ball is a projectile	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
computer vision classical	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
call it as frame	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
viewing transformation in terms	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
basically doing a scan	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
surfaces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
ways	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
device gets completely determine	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
large data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
principles of computer graphics	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
industry we have application	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
planes it means	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
notice	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
screen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
monday wednesday	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
pixels	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
acquiring	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
object thats what modeling	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
model length	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
graphics as building tools	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
nature of computer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
color	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
overview	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
output display	0.0	0.0	0.0	0.0	0.0	0.0	0.42135588495	0.16	True
sampling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
narrate a story	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
computer graphics technology	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
camera into the scene	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
effective rate of refresh	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
started depending largely	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
bit register	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
interaction of the light	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
analog kind	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
faithful reconstruction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
thousand	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
bits of per pixel	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
observe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
case	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
apply graphics	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
entire rendering	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	False
single	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
nineties the emphasize	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
parts or atoms	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633985000288	False
situation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
devices right for reference	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
entire rendering pipe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
primitives	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
aid to the medical	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
technology	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
cost of this books	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.08	False
movements	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
